Zone,Branch Name,BCCL executive name,City/Location,Name of hospitals,Hoispital Address,No. of rooms,Publication (TOI/ET/NBT/MT/MM),PO,Mode of Distribution (Direct BCCL / Indirect Vendor),"Billing Route 
(Direct by BCCL / via Dealer or Vendor)","Billing Price Category 
(Full / Discounted / Free)",Print-run,"Full cover price
(Rs)",Days of delivery,Billing Price per Copy (Rs),Dealer Commission (per copy in Rs),Vendor Commission (per copy in Rs),BCCL off role manpower Salary (Other Expenses),"Extra Handling Charges
(Rs) per month",Distribution Trail: Step 1 (Drop Point Details),Distribution Trail: Step 2 (Intermediate/Transit),Distribution Trail: Step 3 (placement in the stand/room),Timing: From First Drop Point,Final timing (placement in the stand),Personnel Responsible (Dealer/Vendor/BCCL Off-role),Proof of Delivery (Photos/WhatsApp/Signatures),"Frequency
(proof of delivery)",Remarks / Audit Notes
East,Kolkata,Arup Roy,UPC,Apollo Dunlop,Kolkata,0,ET,1,Indirect by Vendor,Vendor,Full price,Kolkata city ,6.00,Mon-Sun,6.00,0.30,1.80,0,0,Hospital service gate,Front office / reception,By hospital housekeeping staff,05:30,07:30,Vendor,WhatsApp,Monthly, 
East,Kolkata,Arup Roy,City,D S Diagonistic Centre,Barrackpore,0,TOI,1,Direct by BCCL,Direct by BCCL,Discounted price,Kolkata city ,6.00,Mon-Sun,4.08,0.30,1.80,0,0,hospital service gate,Front office / reception,By hospital housekeeping staff,05:30,07:30,Vendor,WhatsApp,Monthly, 
East,Kolkata,Arup Roy,City,D S Diagonistic Centre (Shyamnagar),Shyamnagar,0,TOI,1,Direct by BCCL,Direct by BCCL,Discounted price,Kolkata city ,6.00,Mon-Sun,4.08,0.30,1.80,0,0,hospital service gate,Front office / reception,By hospital housekeeping staff,05:30,07:30,Vendor,WhatsApp,Monthly, 
East,Kolkata,Arup Roy,UPC,Ils Agartala,Agartala,55,TOI,5,Indirect by Vendor,Vendor,Full price,Kolkata city ,6.00,Mon-Sun,6.00,0.30,1.80,0,0,Hospital service gate,Front office / reception,By hospital housekeeping staff,05:30,07:30,Vendor,WhatsApp,Monthly, 
East,Kolkata,Arup Roy,UPC,J M Carnival Hospital,Kalyani,60,TOI,1,Indirect by Vendor,Vendor,Full price,Kolkata city ,6.00,Mon-Sun,6.00,0.30,1.80,0,0,Hospital service gate,Front office / reception,By hospital housekeeping staff,05:30,07:30,Vendor,WhatsApp,Monthly, 
East,Kolkata,Arup Roy,City,Jbc Healthcare & Research,Sodepur,50,TOI,3,Direct by BCCL,Direct by BCCL,Discounted price,Kolkata city ,6.00,Mon-Sun,4.50,0.00,0.00,112,0,hospital service gate,Front office / reception,By hospital housekeeping staff,05:30,07:30,Vendor,WhatsApp,Monthly, 
East,Kolkata,Arup Roy,UPC,Manmohini Hospital,Berhampur Court,40,TOI,1,Indirect by Vendor,Vendor,Full price,Kolkata UPC,6.00,Mon-Sun,6.00,0.30,1.80,0,0,Hospital service gate,Front office / reception,By hospital housekeeping staff,05:30,07:30,Vendor,WhatsApp,Monthly, 
East,Kolkata,Arup Roy,City,Metropoliton Homeopathic Medical College & Hospital,Sodepur,30,TOI,1,Direct by BCCL,Direct by BCCL,Discounted price,Kolkata city ,6.00,Mon-Sun,4.08,0.30,1.80,0,0,hospital service gate,Front office / reception,By hospital housekeeping staff,05:30,07:30,Vendor,WhatsApp,Monthly, 
East,Kolkata,Arup Roy,City,"Rainbow Hospital, Kalyani",Kalyani,35,TOI,5,Direct by BCCL,Direct by BCCL,Discounted price,Kolkata city ,6.00,Mon-Sun,4.08,0.30,1.80,0,0,hospital service gate,Front office / reception,By hospital housekeeping staff,05:30,07:30,Vendor,WhatsApp,Monthly, 
East,Kolkata,Amitava Sinha,City,Narayana Multispeciality,Andul Road,,TOI,10,Direct by BCCL,Direct by BCCL,Discounted price,Kolkata city and UPC,6.14,Mon-Sun,2.15,,,,Rs.40/ day,hospital main gate,Security Office,By hospital housekeeping staff,,,Naru Maity,Challan/ Whatsapp,Weekly,
East,Kolkata,Amitava Sinha,City,Narayana Multispeciality,Andul Road,,Ei Samay,5,Direct by BCCL,Direct by BCCL,Discounted price,Kolkata city and UPC,6.29,Mon-Sun,2.20,,,,Rs.40/ day,hospital main gate,Security Office,By hospital housekeeping staff,,,Naru Maity,Challan/ Whatsapp,Weekly,
East,Kolkata,Amitava Sinha,City,Narayana Hrudayalaya Limited,Podra,,TOI,6,Direct by BCCL,Direct by BCCL,Discounted price,Kolkata city and UPC,6.14,Mon-Sun,2.15,,,,Rs.40/ day,hospital main gate,Security Office,By hospital housekeeping staff,,,Naru Maity,Challan/ Whatsapp,Weekly,
East,Kolkata,Amitava Sinha,City,Narayana Hrudayalaya Limited,Podra,,Ei Samay,3,Direct by BCCL,Direct by BCCL,Discounted price,Kolkata city and UPC,6.29,Mon-Sun,2.20,,,,Rs.40/ day,hospital main gate,Security Office,By hospital housekeeping staff,,,Naru Maity,Challan/ Whatsapp,Weekly,
East,Kolkata,Avirup Majumder,City,Bengal Infertility & Reproductive Therapy Hospital,"Sarishapara,Chandannagar. PIN-712136",,TOI,2,Indirect by Vendor,Vendor,Full,Late City,6.00,Mon-Sun,6.14,0.30,1.80,No,No,Depot,Intermediate,Reception,07:12,7.40am,Vendor,Vendor Bill,,
East,Kolkata,Avirup Majumder,City,Emlc Eye Care/ Sparsh Nursing Home,"Old Launch Ghat,Barabazer,Chinsurah. PIN-712101",,TOI,2,Indirect by Vendor,Vendor,Full,Late City,6.00,Mon-Sun,6.14,0.30,1.80,No,No,Depot,Intermediate,Stand,09:36,8.00am,Vendor,Vendor Bill,,
East,Kolkata,Avirup Majumder,City,Kanak Nursing Home-Bandel,"1 no. Netaji Park,Lichu bagan more GT Road,Bandel.PIN-712123",,ET,1,Indirect by Vendor,Vendor,Full,Late City,5.00,Mon-Fri,5.00,0.25,1.25,No,No,Depot,Intermediate,Reception,09:36,8.00am,Vendor,Vendor Bill,,
East,Kolkata,Avirup Majumder,City,"Pandey Sebayan Nursing Home, Chandannagar","Chakraborty Para,Telinipara,Barasat,Chandannagar.PIN-712136",,TOI,1,Indirect by Vendor,Vendor,Full,Late City,6.00,Mon-Sun,6.14,0.30,1.80,No,No,Depot,Intermediate,Reception,07:12,7.45am,Vendor,Vendor Bill,,
East,Kolkata,Avirup Majumder,City,We Care Nursing Home,"101/1/Z/M RS Verma Road,Uttarpara Railway Station.PIN-712258",,TOI,2,Indirect by Vendor,Vendor,Full,Late City,6.00,Mon-Sun,6.14,0.30,1.80,No,No,Depot,Intermediate,Reception,10:48,7.50am,Vendor,Vendor Bill,,
East,Kolkata,Lokesh Jha,City,Aurelia Diagnostics,"261, Chittaranjan Ave, Ram Bagan, Kolkata, West Bengal 700006", ,TOI,2,Indirect by Vendor,Indirect by Dealar or Vendor,Full price,Kolkata city and UPC,6.14,Mon-Sun,3.99,0.31,1.84, , ,Main gate,Reception,By vendor,06:00,06:05,Shyamal Adhikari,WhatsApp,Weekly, 
East,Kolkata,Lokesh Jha,City,Central Diagnostic Centre,"19, SN Banerjee Road, Esplanade, Janbazar, Taltala, Kolkata, West Bengal 700013", ,TOI,1,Indirect by Vendor,Indirect by Dealar or Vendor,Full price,Kolkata city and UPC,6.14,Mon-Sun,3.99,0.31,1.84, , ,Main gate,Reception,By vendor,05:45,05:45,Ranjit Biswas,WhatsApp,Weekly, 
East,Kolkata,Lokesh Jha,City,Jims Diagonastic Center,"263, Acharya Prafulla Chandra Rd, Manicktala, Garpar, Machuabazar, Kolkata, West Bengal 700006", ,TOI,2,Indirect by Vendor,Indirect by Dealar or Vendor,Full price,Kolkata city and UPC,6.14,Mon-Sun,3.99,0.31,1.84, , ,Main gate,Reception,By vendor,06:10,06:10,Bijoy,WhatsApp,Weekly, 
East,Kolkata,Lokesh Jha,City,Kushuaha Clinic & Diagnostic,"Girish Park Metro Station, 227, Chittaranjan Ave, near 1NB GATE, STASTION, Kolkata, West Bengal 700006", ,TOI,3,Indirect by Vendor,Indirect by Dealar or Vendor,Full price,Kolkata city and UPC,6.14,Mon-Sun,3.99,0.31,1.84, , ,Main gate,Reception,By vendor,05:50,05:55,Pyarelal Yadav,WhatsApp,Weekly, 
East,Kolkata,Lokesh Jha,City,Kushuaha Clinic & Diagnostic,"Girish Park Metro Station, 227, Chittaranjan Ave, near 1NB GATE, STASTION, Kolkata, West Bengal 700006", ,TOI,3,Indirect by Vendor,Indirect by Dealar or Vendor,Full price,Kolkata city and UPC,6.14,Mon-Sun,3.99,0.31,1.84, , ,Main gate,Reception,By vendor,06:05,06:05,Pyarelal Yadav,WhatsApp,Weekly, 
East,Kolkata,Lokesh Jha,City,My Md Plus Diagonastics,"229, Chittaranjan Ave, near Girish park, Kolkata, West Bengal 700006", ,TOI,2,Indirect by Vendor,Indirect by Dealar or Vendor,Full price,Kolkata city and UPC,6.14,Mon-Sun,3.99,0.31,1.84, , ,Main gate,Reception,By vendor,06:20,06:25,Pyarelal Yadav,WhatsApp,Weekly, 
East,Kolkata,Lokesh Jha,City,President Optical,"306, Bepin Behari Ganguly St, Poddar Court, Lal Bazar, Kolkata, West Bengal 700012", ,TOI,2,Indirect by Vendor,Indirect by Dealar or Vendor,Full price,Kolkata city and UPC,6.14,Mon-Sun,3.99,0.31,1.84, , ,Main gate,Reception,By vendor, , ,Kapil Prasad Raghav,WhatsApp,Weekly, 
East,Kolkata,Lokesh Jha,City,Rahamavati Nursing Home,"155/1, C.I.T. Scheme - VIIM, CIT Rd, Bidhan Nagar, Murari Pukur, Ultadanga, Kolkata, West Bengal 700054", ,TOI,2,Indirect by Vendor,Indirect by Dealar or Vendor,Full price,Kolkata city and UPC,6.14,Mon-Sun,3.99,0.31,1.84, , ,Main gate,Reception,By vendor,06:15,06:20,Kala sona Ghosh,WhatsApp,Weekly, 
East,Kolkata,Lokesh Jha,City,Rahamavati Nursing Home,"155/1, C.I.T. Scheme - VIIM, CIT Rd, Bidhan Nagar, Murari Pukur, Ultadanga, Kolkata, West Bengal 700054", ,ET,1,Indirect by Vendor,Indirect by Dealar or Vendor,Full price,Kolkata city and UPC,6.14,Mon-Sun,3.99,0.31,1.84, , ,Main gate,Reception,By vendor,06:10,06:10,Kala sona Ghosh,WhatsApp,Weekly, 
East,Kolkata,Lokesh Jha,City,Srl Diagonastics Camac Street,"30 B, Jawaharlal Nehru Rd, Taltala, Kolkata, West Bengal 70001", ,TOI,2,Indirect by Vendor,Indirect by Dealar or Vendor,Full price,Kolkata city and UPC,6.14,Mon-Sun,3.99,0.31,1.84, , ,Main gate,Reception,By vendor,06:25,06:30,Ashok Verma,WhatsApp,Weekly, 
East,Kolkata,Lokesh Jha,City,Sskm Doctor'S Hoste,"6, Justice Dwarakanath Rd, Sreepally, Bhowanipore, Kolkata, West Bengal 700020",120,TOI,5,Indirect by Vendor,Indirect by Dealar or Vendor,Full price,Kolkata city and UPC,6.14,Mon-Sun,3.99,0.31,1.84, , ,Reception,Reception,By vendor,06:10,06:15,Bijon Banerjee,WhatsApp,Weekly, 
East,Kolkata,Lokesh Jha,City,"Susrut Eye Care, Hatibagan","Rupbani Cinema Hall, 76/3, Bidhan Sarani Rd, Sovabazar, Goa Bagan, Kolkata, West Bengal 700006", ,TOI,1,Indirect by Vendor,Indirect by Dealar or Vendor,Full price,Kolkata city and UPC,6.14,Mon-Sun,3.99,0.31,1.84, , ,Main gate,Reception,By vendor,06:05,06:10,Kala sona Ghosh,WhatsApp,Weekly, 
East,Kolkata,Sounak Bose,City,Ils Hospital Nagerbazar,,,TOI,4,Indirect by Vendor,Indirect by Dealar or Vendor,Full price,Kolkata city and UPC,6.14,Mon-Sun,3.99,0.31,1.84,,,Main gate,Reception,By vendor,06:05,,,WhatsApp,Weekly,
East,Kolkata,Sounak Bose,City,Nioh Hospital,,,TOI,1,Indirect by Vendor,Indirect by Dealar or Vendor,,,6.14,Mon-Sun,3.99,0.31,1.84,,,Main gate,Reception,By vendor,06:05,,,WhatsApp,Weekly,
